date,equity,pnl,daily_return,trades
2026-08-03,100000.00,,,0
2026-08-04,100520.00,520.00,0.0052000000000000934,2
2026-08-07,100830.00,310.00,0.0030839633903700925,1
2026-08-10,100955.00,125.00,0.0012397104036496742,1
2026-08-11,100451.00,-504.00,-0.004992323312366875,3
2026-08-13,100720.00,269.00,0.0026779225692128428,3
2026-08-14,101131.00,411.00,0.004080619539316821,3
